"KREIS";"GEMEINDE";"TYP";"HERSTELLER";"NABENHOEHE";"ROTORDURCHMESSER";"SCHALLLEISTUNGSPEGEL";"LEISTUNG";"LEISTUNGSBEZUG";"OSTWERT";"NORDWERT";"GENEHMIGT_AM";"INBETRIEBNAHME";"STATUS";"BST_NR";"ANL_NR";"DATENDATUM";"DATENQUELLE"
"Dithmarschen";"Norderwöhrden";"Enercon E-70 E-4 mit 2,0 MW";"Enercon";"64";"70";"101,8";2000;"kW Nennleist. Rotor.";32498411;6004707;17.04.2007;10.10.2009;"in Betrieb";"51081452497";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwöhrden";"WKA Enercon E-70 E4";"Enercon";"64";"71";"103";2300;"kW Nennleist. Rotor.";32500741;6004149;18.11.2011;13.12.2012;"in Betrieb";"51081900006";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwöhrden";"WKA Enercon E-70 E4";"Enercon";"64";"71";"98";2300;"kW Nennleist. Rotor.";32500975;6004235;18.11.2011;13.12.2012;"in Betrieb";"51081900006";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwöhrden";"WKA Enercon E-70 E4";"Enercon";"64";"71";"98,3";2300;"kW Nennleist. Rotor.";32501556;6004447;18.11.2011;06.12.2012;"in Betrieb";"51081900006";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwöhrden";"WKA Enercon E70 E4 ";"Enercon";"64";"71";"104,5";2300;"kW Nennleist. Rotor.";32500931;6005963;21.04.2011;19.11.2012;"in Betrieb";"51081900008";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwöhrden";"WKA 1 E-70 E4 Enercon";"Enercon";"64";"71";"104,5";2300;"kW Nennleist. Rotor.";32497574;6004424;16.11.2012;17.12.2013;"in Betrieb";"51081900010";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwöhrden";"WKA 2 E-70 E4 Enercon";"Enercon";"64";"71";"103,5";2300;"kW Nennleist. Rotor.";32497851;6004423;16.11.2012;19.12.2013;"in Betrieb";"51081900010";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Oesterwurth";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,5dB(A)/104,5dB(A)";2300;"kW Nennleist. Rotor.";32500738;6006577;03.01.2013;11.12.2014;"in Betrieb";"51081900012";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwöhrden";"WKA 1 Vestas V112 3.3MW";"Vestas";"94";"112";"106,5 dB(A)/101,0 dB(A)";3300;"kW Nennleist. Rotor.";32502894;6004190;17.12.2013;25.09.2014;"in Betrieb";"51081900013";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwöhrden";"WKA Vestas V112 3.3MW";"Vestas";"94";"112";"106,5 dB(A)/101,0 dB(A)";3300;"kW Nennleist. Rotor.";32502996;6003870;17.12.2013;22.09.2014;"in Betrieb";"51081900013";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwöhrden";"WKA Vestas V112 3.3MW";"Vestas";"94";"112";"106,5 dB(A)/101,0 dB(A)";3300;"kW Nennleist. Rotor.";32502996;6003534;17.12.2013;12.09.2014;"in Betrieb";"51081900013";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwöhrden";"WKA Vestas V-112 NH 94 m";"Vestas";"119";"112";"105,8 dB(A)/101 dB(A)";3000;"kW Nennleist. Rotor.";32501171;6005469;28.12.2016;09.11.2017;"in Betrieb";"51081900013";"0006";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwöhrden";"WKA Vestas V-112 NH 94 m";"Vestas";"119";"112";"105,8 dB(A)/101 dB(A)";3000;"kW Nennleist. Rotor.";32501244;6005136;28.12.2016;17.11.2017;"in Betrieb";"51081900013";"0007";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwöhrden";"WKA Vestas V-112 NH 94 m";"Vestas";"94";"112";"105,8 dB(A)/101 dB(A)";3000;"kW Nennleist. Rotor.";32501530;6005341;28.12.2016;11.12.2017;"in Betrieb";"51081900013";"0008";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwöhrden";"WKA Vestas V-112 NH 94 m";"Vestas";"94";"112";"105,8 dB(A) /101 dB(A)";3000;"kW Nennleist. Rotor.";32501920;6004488;28.12.2016;15.12.2017;"in Betrieb";"51081900013";"0009";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Norderwöhrden";"WKA Vestas V-112 NH 94 m";"Vestas";"119";"112";"105,8 dB(A)/ 101 dB(A)";3000;"kW Nennleist. Rotor.";32501452;6004808;28.12.2016;22.11.2017;"in Betrieb";"51081900013";"0010";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Oesterdeichstrich";"Enercon E-82";"Enercon";"78,3";"82";"103";2000;"kW Nennleist. Rotor.";32492367;6002644;25.06.2007;08.01.2009;"in Betrieb";"51084519268";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Osterrade";"WKA E-115 EP3 E3 ";"Enercon";"92";"115,71";"HZ /dB(A) | 63/78,5 | 125/83,7 | 250/86,3 | 500/88,1 | 1000/89,3 | 2000/90,3 | 4000/86,3 | 8000/ | SLP=95,7 dB(A)		104,8 dB(A)							
";4200;"kW Nennleist. Rotor.";32526352;6005556;;;"im Gen.Verf.";"51086060909";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wrohm";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5 dB(A)/102,5 dB(A)";3000;"kW Nennleist. Rotor.";32526294;6006792;11.02.2014;22.10.2014;"in Betrieb";"51086419252";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wrohm";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5 dB(A)/106,5 dB(A)";3000;"kW Nennleist. Rotor.";32526752;6006722;25.03.2015;23.12.2015;"in Betrieb";"51086419252";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wrohm";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5 dB(A)/102,5 dB(A)";3000;"kW Nennleist. Rotor.";32526165;6006460;10.03.2014;21.10.2014;"in Betrieb";"51086419252";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wrohm";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5";3000;"kW Nennleist. Rotor.";32526532;6006391;10.03.2014;30.10.2014;"in Betrieb";"51086419252";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Osterrade";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5";3000;"kW Nennleist. Rotor.";32526960;6006372;10.03.2014;07.11.2014;"in Betrieb";"51086419252";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wrohm";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5 dB(A)/102,5 dB(A)";3000;"kW Nennleist. Rotor.";32525867;6006138;25.03.2015;30.12.2015;"in Betrieb";"51086419252";"0006";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Wrohm";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5 dB(A)/106,5 dB(A)";3000;"kW Nennleist. Rotor.";32526252;6006125;25.03.2015;29.12.2015;"in Betrieb";"51086419252";"0007";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Osterrade";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5";3000;"kW Nennleist. Rotor.";32526727;6006079;13.03.2014;31.10.2014;"in Betrieb";"51086419252";"0008";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Osterrade";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5 dB(A)/104,5 dB(A)";3000;"kW Nennleist. Rotor.";32525768;6005755;13.03.2014;13.10.2014;"in Betrieb";"51086419252";"0009";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Osterrade";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5";3000;"kW Nennleist. Rotor.";32526104;6005802;24.03.2014;11.11.2014;"in Betrieb";"51086419252";"0010";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Osterrade";"Vestas V112 3 MW";"Vestas";"94";"112";"106,5 dB(A)/106,5 dB(A)";3000;"kW Nennleist. Rotor.";32526466;6005834;25.03.2015;17.12.2015;"in Betrieb";"51086419252";"0011";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"WKA Enercon E-70 E4 149,5 m";"Enercon";"113,5";"71";"104,5 dB(A)/104,5 dB(A)";2300;"kW Nennleist. Rotor.";32495114;6004472;27.10.2016;23.04.2018;"in Betrieb";"51093000002";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"WKA Enercon E-82 E2 149 m";"Enercon";"108";"82";"104,5 dB(A)/100,0 dB(A)";2300;"kW Nennleist. Rotor.";32495264;6004262;27.10.2016;07.05.2018;"in Betrieb";"51093000002";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-82 E2";"Enercon";"85";"82";"104,5 dB(A)/100,0 dB(A)";2300;"kW Nennleist. Rotor.";32495159;6004011;;;"im Gen.Verf.";"51093000002";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-82 E2";"Enercon";"85";"82";"104,5 dB(A)/100,0 dB(A)";2300;"kW Nennleist. Rotor.";32495072;6003749;;;"im Gen.Verf.";"51093000002";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E 82";"Enercon";"108";"82";"104,5 dB(A)/101,0 dB(A)";2300;"kW Nennleist. Rotor.";32493057;6004011;;;"im Gen.Verf.";"51093000003";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Vestas V47 660 kW";"Vestas";"60";"47";"100,7 dB(A)/100,7 dB(A)";660;"kW Nennleist. Rotor.";32495156;6004003;22.04.1998;01.06.1999;"in Betrieb";"51093514279";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Vestas V47 660 kW";"Vestas";"60";"47";"100,7 dB(A)/100,7 dB(A)";660;"kW Nennleist. Rotor.";32495106;6003801;22.04.1998;01.06.1999;"in Betrieb";"51093514279";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/97,5 dB(A)";2300;"kW Nennleist. Rotor.";32492486;6003086;07.08.2013;16.12.2014;"in Betrieb";"51093514281";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/97,5 dB(A)";2300;"kW Nennleist. Rotor.";32493218;6002724;07.08.2013;29.12.2014;"in Betrieb";"51093514281";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/103 dB(A)";2300;"kW Nennleist. Rotor.";32492411;6002889;07.08.2013;15.12.2014;"in Betrieb";"51093514281";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/103 dB(A)";2300;"kW Nennleist. Rotor.";32492660;6002727;07.08.2013;15.12.2014;"in Betrieb";"51093514281";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/103 dB(A)";2300;"kW Nennleist. Rotor.";32492875;6002536;07.08.2013;29.12.2014;"in Betrieb";"51093514281";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/103 dB(A)";2300;"kW Nennleist. Rotor.";32493150;6002506;07.08.2013;19.12.2014;"in Betrieb";"51093514281";"0006";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/103 dB(A)";2300;"kW Nennleist. Rotor.";32493439;6002279;07.08.2013;15.12.2014;"in Betrieb";"51093514281";"0007";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/103 dB(A)";2300;"kW Nennleist. Rotor.";32493535;6002608;07.08.2013;15.12.2014;"in Betrieb";"51093514281";"0008";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Reinsbüttel";"Enercon E-70 E4";"Enercon";"64";"71";"97,5";2300;"kW Nennleist. Rotor.";32495510;6004424;09.07.2013;04.11.2014;"in Betrieb";"51093514283";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA Enercon E115 EP3";"Enercon";"92";"115,7";"HZ /dB(A) | 63/82 | 125/87,8 | 250/90,3 | 500/92 | 1000/93,2 | 2000/94 | 4000/89,1 | 8000/ | SLP=99,5 dB(A)		104,8 dB(A)								

";4200;"kW Nennleist. Rotor.";32505894;5984532;10.12.2018;05.03.2021;"in Betrieb";"51097000004";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA Enercon E115 EP3";"Enercon";"92";"115,7";"HZ /dB(A) | 63/83,4 | 125/88,8 | 250/91,6 | 500/93,5 | 1000/94,6 | 2000/95 | 4000/90,1 | 8000/ | SLP=100,7 dB(A)		104,8 dB(A)								

";4200;"kW Nennleist. Rotor.";32506244;5984454;10.12.2018;19.03.2021;"in Betrieb";"51097000004";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA Enercon E115 EP3";"Enercon";"92";"115,7";"HZ /dB(A) | 63/83,9 | 125/89,3 | 250/92,1 | 500/94 | 1000/95,1 | 2000/95,5 | 4000/90,6 | 8000/ | SLP=101,2 dB(A)		104,8 dB(A)								

";4200;"kW Nennleist. Rotor.";32505983;5984190;10.12.2018;26.02.2021;"in Betrieb";"51097000004";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA Senvion 3.4M114";"Senvion";"93";"104";"105,2 dB(A) 99,9 dB(A)";3400;"kW Nennleist. Rotor.";32505739;5982758;14.09.2016;31.05.2017;"in Betrieb";"51097000005";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA Enercon E92";"Enercon";"104";"92";"105,0 dB(A) 101,0dB(A)";2350;"kW Nennleist. Rotor.";32506397;5981504;04.08.2016;27.01.2017;"in Betrieb";"51097515551";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA Enercon E92";"Enercon";"104";"92";"105,0dB(A),  100dB(A)";2350;"kW Nennleist. Rotor.";32506124;5981450;04.08.2016;03.02.2017;"in Betrieb";"51097515551";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"Repower MM 92";"REpower";"80";"92,5";"104,5";2000;"kW Nennleist. Rotor.";32505756;5981916;24.10.2005;23.11.2005;"in Betrieb";"51097515554";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"REpower MM82";"REpower";"80";"82";"104,5";2000;"kW Nennleist. Rotor.";32506011;5981749;09.07.2007;30.12.2007;"in Betrieb";"51097515558";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA REpower MM 82";"REpower";"80";"82";"105,5";2050;"kW Nennleist. Rotor.";32505850;5981289;15.06.2010;25.11.2010;"in Betrieb";"51097515559";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA Enercon E92";"Enercon";"104";"92";"105dB(A), 101,0dB(A)";2350;"kW Nennleist. Rotor.";32506293;5981760;04.08.2016;13.02.2017;"in Betrieb";"51097515559";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"Vestas V44";"Vestas";"53";"44";"102,6";600;"kW Nennleist. Rotor.";32505778;5981492;18.04.1997;10.07.1998;"in Betrieb";"51097515560";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"Repower MM 92";"REpower";"80";"92,5";"104,5";2000;"kW Nennleist. Rotor.";32505316;5981772;24.06.2005;20.09.2005;"in Betrieb";"51097515563";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"REpower MM82";"REpower";"80";"82";"104,5";2000;"kW Nennleist. Rotor.";32505536;5981631;24.06.2005;28.09.2005;"in Betrieb";"51097515564";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA REpower 3.4M";"REpower";"98";"104";"105,6";3400;"kW Nennleist. Rotor.";32505476;5982520;02.09.2011;18.05.2012;"in Betrieb";"51097900003";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA REpower 3.4M";"REpower";"98";"104";"105,6dB(A)/104dB(A)";3400;"kW Nennleist. Rotor.";32505999;5982245;02.09.2011;16.05.2012;"in Betrieb";"51097900003";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA REpower MM92";"REpower";"80";"92,5";"104,2dB(A)/103,0dB(A)";2050;"kW Nennleist. Rotor.";32506157;5982008;02.09.2011;14.12.2011;"in Betrieb";"51097900005";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"WKA REpower 3.2M 114";"REpower";"93";"114";"105,2dB(A)/103,5dB(A)";3200;"kW Nennleist. Rotor.";32505947;5982547;02.09.2011;20.02.2012;"in Betrieb";"51097900006";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"Repower 3.2M 114";"REpower";"93";"114";"105,2";3400;"kW Nennleist. Rotor.";32505277;5982735;02.09.2011;20.02.2012;"in Betrieb";"51097900007";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Sankt Michaelisdonn";"REpower 3.2M114";"REpower";"93";"114";"105,2 dB(A)/99,7 dB(A)";3170;"kW Nennleist. Rotor.";32505768;5983091;06.02.2015;16.02.2016;"in Betrieb";"51097900012";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"101,8";2300;"kW Nennleist. Rotor.";32494317;6009921;02.06.2015;08.03.2016;"in Betrieb";"51105000011";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"101,8";2300;"kW Nennleist. Rotor.";32494542;6009913;05.08.2011;07.04.2014;"in Betrieb";"51105000012";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"101,8";2300;"kW Nennleist. Rotor.";32493864;6009619;05.08.2011;20.03.2001;"in Betrieb";"51105000013";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-126 EP3 4 MW";"Enercon";"116";"126";"HZ /dB(A) | 63/83,3 | 125/88,8 | 250/91,6 | 500/93,5 | 1000/93,1 | 2000/90,8 | 4000/82,5 | 8000/62,8 | SLP=99,1 dB(A) Tag: 106,1 dB(A)
";4000;"kW Nennleist. Rotor.";32494621;6009278;05.09.2019;21.04.2021;"in Betrieb";"51105000014";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-115 EP3 E3";"Enercon";"122";"115,71";"HZ /dB(A) | 63/79,9 | 125/85,1 | 250/87,7 | 500/89,6 | 1000/90,9 | 2000/91,8 | 4000/87,3 | 8000/ | SLP=97,2 dB(A)		106,5 dB(A)								

";4200;"kW Nennleist. Rotor.";32497173;6011663;08.04.2020;;"vor Inbetriebnahme";"51105000015";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Bauvorbescheid  Enercon E-147";"Enercon";"126";"147";;5000;"kW Nennleist. Rotor.";32494385;6009540;;;"im Gen.Verf.";"51105000017";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-115 EP3 E3";"Enercon";"122";"115";"HZ /dB(A) | 63/84,7 | 125/90 | 250/92,8 | 500/94,7 | 1000/95,8 | 2000/96,3 | 4000/91,7 | 8000/ | SLP=102 dB(A)	104,8 dB(A)									
						
";4200;"kW Nennleist. Rotor.";32494510;6009557;;;"im Gen.Verf.";"51105000021";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Oesterwurth";"Nordtank 500";"Nordtank NTK";"50";"41";"106,3";500;"kW Nennleist. Rotor.";32496237;6009286;24.03.1995;25.05.1995;"in Betrieb";"51105410676";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Enercon E-70 2,3 MW";"Enercon";"64";"71";"104,5";2300;"kW Nennleist. Rotor.";32496427;6009381;09.07.2007;10.05.2010;"in Betrieb";"51105410676";"0011";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"REpower MD 70";"REpower";"65";"70";"103";1500;"kW Nennleist. Rotor.";32496700;6009730;31.07.2003;18.12.2003;"in Betrieb";"51105459801";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Enercon E-48";"Enercon";"65";"48";"102,5";800;"kW Nennleist. Rotor.";32496521;6009701;26.06.2006;17.06.2009;"in Betrieb";"51105459806";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"100,9";2300;"kW Nennleist. Rotor.";32494336;6010175;04.08.2009;28.06.2010;"in Betrieb";"51105459809";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-82";"Enercon";"84,6";"82";"104,5";2300;"kW Nennleist. Rotor.";32496690;6010228;16.06.2009;21.06.2010;"in Betrieb";"51105459810";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Typ Enercon E-82";"Enercon";"84,6";"82";"101,3";2300;"kW Nennleist. Rotor.";32496359;6010170;24.06.2009;21.06.2010;"in Betrieb";"51105459810";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Typ Enercon E-82";"Enercon";"84,6";"82";"104,5";2300;"kW Nennleist. Rotor.";32496274;6009908;25.06.2009;28.06.2010;"in Betrieb";"51105459810";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Typ Enercon E-82";"Enercon";"84,6";"82";"104,5";2300;"kW Nennleist. Rotor.";32496651;6010008;25.06.2009;21.06.2010;"in Betrieb";"51105459810";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Tacke TW 500";"Tacke";"37";"40";"101,3 dB(A)";500;"kW Nennleist. Rotor.";32496711;6010523;17.05.1994;31.12.1994;"in Betrieb";"51105459810";"0021";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Tacke TW 600";"Tacke";"50";"43";"102,3 dB(A)";600;"kW Nennleist. Rotor.";32496346;6009692;17.05.1994;31.12.1994;"in Betrieb";"51105459810";"0027";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Tacke TW 500";"Tacke";"37";"40";"101,3 dB(A)";500;"kW Nennleist. Rotor.";32496055;6009970;17.05.1994;31.12.1994;"in Betrieb";"51105459810";"0028";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Tacke TW 500";"Tacke";"37";"40";"101,3 dB(A)";500;"kW Nennleist. Rotor.";32496038;6009730;17.05.1994;31.12.1994;"in Betrieb";"51105459810";"0029";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Tacke TW 600";"Tacke";"50";"43";"102,3 dB(A)";600;"kW Nennleist. Rotor.";32496005;6009507;17.05.1994;31.12.1994;"in Betrieb";"51105459810";"0030";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Typ Enercon E-48";"Enercon";"75,6";"48";"102,5";800;"kW Nennleist. Rotor.";32493816;6009824;17.10.2007;11.06.2008;"in Betrieb";"51105459811";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"Enercon E-70 2,3 MW";"Enercon";"64";"71";"104,5 dB(A)/101,6 dB(A)";2300;"kW Nennleist. Rotor.";32496480;6010565;10.11.2008;01.04.2010;"in Betrieb";"51105459813";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-82 E3";"Enercon";"85";"82";"106 dB(A)/99,5 dB(A)";3000;"kW Nennleist. Rotor.";32494009;6009399;04.08.2009;05.04.2012;"in Betrieb";"51105459814";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"101,8";2300;"kW Nennleist. Rotor.";32494027;6010211;05.08.2011;31.03.2014;"in Betrieb";"51105459816";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70";"Enercon";"85";"71";"103,8";2300;"kW Nennleist. Rotor.";32496208;6009501;16.02.2010;31.08.2011;"in Betrieb";"51105459817";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-82 E3";"Enercon";"84,5";"82";"106 dB(A)/105,8 dB(A)";3000;"kW Nennleist. Rotor.";32493804;6010004;30.11.2010;12.04.2012;"in Betrieb";"51105459818";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"104,5 dB(A)/101,8 dB(A)";2300;"kW Nennleist. Rotor.";32494037;6009800;20.04.2011;23.12.2011;"in Betrieb";"51105459818";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"105,5";2300;"kW Nennleist. Rotor.";32497027;6010653;18.02.2013;24.03.2014;"in Betrieb";"51105459819";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Dithmarschen";"Schülp";"WKA Enercon E-70 E4";"Enercon";"85";"71";"104,5 dB(A)/101,8 dB(A)";2300;"kW Nennleist. Rotor.";32494126;6010020;05.08.2011;24.03.2014;"in Betrieb";"51105459820";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
