"KREIS";"GEMEINDE";"TYP";"HERSTELLER";"NABENHOEHE";"ROTORDURCHMESSER";"SCHALLLEISTUNGSPEGEL";"LEISTUNG";"LEISTUNGSBEZUG";"OSTWERT";"NORDWERT";"GENEHMIGT_AM";"INBETRIEBNAHME";"STATUS";"BST_NR";"ANL_NR";"DATENDATUM";"DATENQUELLE"
"Segeberg";"Sievershütten";"Typ Siemens-Gamesa 6.0-155; Gesamthöhe 200 m";"Siemens";"122,5";"77,5";"105,0";6600;"kW Nennleist. Rotor.";32571575;5967665;;;"im Gen.Verf.";"60077499999";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Damsdorf";"Enercon E-115";"Enercon";"135,4";"115,7";"105,4 dB(A)";3000;"kW Nennleist. Rotor.";32585022;5992517;31.08.2016;28.09.2017;"in Betrieb";"60080486254";"0012";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Damsdorf";"Enercon E-115";"Enercon";"135,4";"115,7";"105,4 dB(A)";3000;"kW Nennleist. Rotor.";32584686;5992299;31.08.2016;27.08.2017;"in Betrieb";"60080486254";"0014";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Damsdorf";"Enercon E-126 EP3";"Enercon";"134,35";"126,67";"107,5 db(A)";4000;"kW Nennleist. Rotor.";32584758;5991995;;;"im Gen.Verf.";"60080486254";"0017";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"Enercon E66/1870";"Enercon";"64,8";"70";"101";1800;"kW Nennleist. Rotor.";32561154;5978165;28.07.2000;11.07.2001;"in Betrieb";"60099491964";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"Enercon E66/1870";"Enercon";"64,8";"70";"101";1800;"kW Nennleist. Rotor.";32561131;5978487;28.07.2000;11.07.2001;"in Betrieb";"60099491964";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"Enercon E66/1870";"Enercon";"64,8";"70";"101";1800;"kW Nennleist. Rotor.";32561093;5978901;28.07.2000;11.07.2001;"in Betrieb";"60099491964";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"Enercon E66/1870";"Enercon";"64,8";"70";"101";1800;"kW Nennleist. Rotor.";32562031;5979327;28.07.2000;11.07.2001;"in Betrieb";"60099491964";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"Enercon E66/1870";"Enercon";"64,8";"70";"101";1800;"kW Nennleist. Rotor.";32561846;5979667;28.07.2000;11.07.2001;"in Betrieb";"60099491964";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"Enercon E66/1870";"Enercon";"64,8";"70";"101";1800;"kW Nennleist. Rotor.";32561679;5979986;28.07.2000;11.07.2001;"in Betrieb";"60099491964";"0006";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"REPOWER MD77";"REpower";"90";"77";" 101,2";2000;"kW Nennleist. Rotor.";32561527;5979764;14.05.2004;01.05.2005;"in Betrieb";"60099491964";"0007";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"REPOWER MD77";"REpower";"90";"77";" 101,2";2000;"kW Nennleist. Rotor.";32561496;5978373;14.05.2004;01.02.2005;"in Betrieb";"60099491964";"0008";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"REPOWER MD77";"REpower";"90";"77";" 101,2";2000;"kW Nennleist. Rotor.";32561899;5978065;14.05.2004;01.02.2005;"in Betrieb";"60099491964";"0009";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"WEA R11 Nordex N131 Gh 199,5m";"Nordex";"134";"131";;3000;"kW Nennleist. Rotor.";32561763;5979893;;;"im Gen.Verf.";"60099491964";"0019";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"WKA R12 Nordex N131 Gh 199,5m";"Nordex";"134";"131";;3000;"kW Nennleist. Rotor.";32561937;5979554;;;"im Gen.Verf.";"60099491964";"0020";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"WKA R13 Nordex N131 Gh 199,5m";"Nordex";"134";"131";;3000;"kW Nennleist. Rotor.";32560967;5978871;;;"im Gen.Verf.";"60099491964";"0021";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"WKA R14 Nordex N131 Gh:199,5m";"Nordex";"134";"131";;3000;"kW Nennleist. Rotor.";32561064;5978216;;;"im Gen.Verf.";"60099491964";"0022";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"WKA R15 Nordex N131 Gh: 199,5m";"Nordex";"134";"131";;3000;"kW Nennleist. Rotor.";32561173;5978570;;;"im Gen.Verf.";"60099491964";"0023";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"Nordex N100/2500";"Nordex";"100";"99,8";"107,5";2500;"kW Nennleist. Rotor.";32560591;5981489;10.06.2009;01.01.2010;"in Betrieb";"60099900003";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"Nordex N100/2500";"Nordex";"100";"99,8";"107,5";2500;"kW Nennleist. Rotor.";32560639;5981029;10.06.2009;01.01.2010;"in Betrieb";"60099900003";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"Nordex N100/2500";"Nordex";"100";"99,8";"107,5";2500;"kW Nennleist. Rotor.";32560098;5981044;10.06.2009;01.01.2010;"in Betrieb";"60099900003";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"Nordex N100/2500";"Nordex";"100";"99,8";"107,5";2500;"kW Nennleist. Rotor.";32561155;5980845;10.06.2009;01.01.2010;"in Betrieb";"60099900004";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"Nordex N100/2500";"Nordex";"100";"99,8";"107,5";2500;"kW Nennleist. Rotor.";32561530;5980462;10.06.2009;01.01.2010;"in Betrieb";"60099900004";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"Nordex N100/2500";"Nordex";"100";"99,8";"107,5";2500;"kW Nennleist. Rotor.";32560834;5980165;10.06.2009;01.01.2010;"in Betrieb";"60099900005";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"Nordex N100/2500";"Nordex";"100";"99,8";"107,5";2500;"kW Nennleist. Rotor.";32560398;5980563;10.06.2009;01.01.2010;"in Betrieb";"60099900005";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Segeberg";"Wiemersdorf";"Typ Nordex N117 mit 150 m Gesamthöhe";"Nordex";"91";"117";"105";3600;"kW Nennleist. Rotor.";32560525;5981734;;;"im Gen.Verf.";"60099900006";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Bahrenfleth";"WKA E-101 Enercon";"Enercon";"135,4";"101";"105,1";3050;"kW Nennleist. Rotor.";32530509;5967551;;;"im Gen.Verf.";"61006194657";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Bahrenfleth";"WKA E-101 Enercon";"Enercon";"135";"101";"105,1";3050;"kW Nennleist. Rotor.";32530854;5967857;;;"im Gen.Verf.";"61006194657";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Bahrenfleth";"Vensys 100";"Vensys";"100";"100";"104,9";2500;"kW Nennleist. Rotor.";32531123;5967568;12.03.2013;12.06.2014;"in Betrieb";"61006900002";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Bahrenfleth";"Vensys 100";"Vensys";"100";"100";"104,9";2500;"kW Nennleist. Rotor.";32531366;5967377;12.03.2013;12.06.2014;"in Betrieb";"61006900002";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Bahrenfleth";"Vensys 100";"Vensys";"100";"100";"104,9";2500;"kW Nennleist. Rotor.";32531247;5967031;12.03.2013;12.06.2014;"in Betrieb";"61006900002";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Beidenfleth";"Enercon E101";"Enercon";"99";"101";"105,1 ";3050;"kW Nennleist. Rotor.";32525435;5969133;22.01.2014;17.09.2015;"in Betrieb";"61007512856";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Beidenfleth";"Enercon E101";"Enercon";"99";"101";"105,1";3050;"kW Nennleist. Rotor.";32525145;5969193;22.01.2014;28.08.2015;"in Betrieb";"61007512857";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Beidenfleth";"Enercon E101";"Enercon";"99";"101";"105,1dB(A) 104,0dB(A)
gemessen 104 ";3050;"kW Nennleist. Rotor.";32525709;5968877;22.01.2014;16.09.2015;"in Betrieb";"61007512858";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Beidenfleth";"Enercon E101";"Enercon";"99";"101";"105,1 dB(A)/102,0 dB(A)
Einmessung 105,1 dB(A) tags 102,2 dB(A) bei 1504 kW";3050;"kW Nennleist. Rotor.";32525409;5968831;22.01.2014;22.09.2015;"in Betrieb";"61007512859";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Beidenfleth";"Enercon E101";"Enercon";"99";"101";"105,1 tdgs, 102 nachts
Enimessung 1000 kW 98,6";3050;"kW Nennleist. Rotor.";32525109;5968788;22.01.2014;25.09.2015;"in Betrieb";"61007512860";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Beidenfleth";"Enercon E101";"Enercon";"99";"101";"105,1 ";3050;"kW Nennleist. Rotor.";32525820;5969157;09.09.2016;30.12.2016;"in Betrieb";"61007512862";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Besdorf";"Enercon E-147 EP5 E2";"Enercon";"126";"147";"HZ /dB(A) | 63/83,8 | 125/92,2 | 250/98 | 500/101 | 1000/100,5 | 2000/97,5 | 4000/93,8 | 8000/87,1 | SLP=106,1 dB(A)	ohne U								
";5000;"kW Nennleist. Rotor.";32524234;5990906;16.07.2020;;"vor Inbetriebnahme";"61011196021";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Besdorf";"HSW 1000/57";"HSW";"70";"57";"102";1050;"kW Nennleist. Rotor.";32524550;5989953;20.10.1998;22.11.1999;"in Betrieb";"61011479042";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Besdorf";"HSW 1000/57";"HSW";"70";"57";"102";1050;"kW Nennleist. Rotor.";32524994;5989929;20.10.1999;22.11.1999;"in Betrieb";"61011479042";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Besdorf";"HSW 1000/57";"HSW";"70";"57";"102";1050;"kW Nennleist. Rotor.";32525075;5989677;20.10.1999;22.11.1999;"in Betrieb";"61011479042";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Bokhorst";"HSW 1000/57";"HSW";"70";"57";"102";1050;"kW Nennleist. Rotor.";32525375;5989735;20.10.1998;22.11.1999;"in Betrieb";"61011479042";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Bokhorst";"HSW 1000/57";"HSW";"70";"57";"102";1050;"kW Nennleist. Rotor.";32525725;5989436;20.10.1998;22.11.1999;"in Betrieb";"61011479042";"0006";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Bokhorst";"HSW 1000/57";"HSW";"70";"57";"102";1050;"kW Nennleist. Rotor.";32526020;5989523;20.10.1998;22.11.1999;"in Betrieb";"61011479042";"0007";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Besdorf";"HSW 1000/57";"HSW";"70";"57";"101";1050;"kW Nennleist. Rotor.";32524601;5990126;10.04.2002;01.12.2002;"in Betrieb";"61011479046";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Besdorf";"HSW 1000/57";"HSW";"70";"57";"101";1050;"kW Nennleist. Rotor.";32524815;5989794;10.04.2002;01.12.2002;"in Betrieb";"61011479046";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Bokhorst";"HSW 1000/57";"HSW";"70";"57";"101";1050;"kW Nennleist. Rotor.";32525742;5989655;10.04.2002;01.12.2002;"in Betrieb";"61011479046";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Bokhorst";"HSW 1000/57";"HSW";"70";"57";"101";1050;"kW Nennleist. Rotor.";32525371;5989538;10.04.2002;01.12.2002;"in Betrieb";"61011479046";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Bokelrehm";"WKA Enercon E-101 3 MW";"Enercon";"99";"101";"106,1 dB(A)/106,1 dB(A)";3000;"kW Nennleist. Rotor.";32527398;5989009;11.10.2013;29.08.2014;"in Betrieb";"61013513597";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Bokelrehm";"WKA Enercon E-101 3MW";"Enercon";"99";"101";"106,1 dB(A)/106,1 dB(A)";3000;"kW Nennleist. Rotor.";32527775;5988946;11.10.2013;04.11.2014;"in Betrieb";"61013513597";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Bokelrehm";"WKA Enercon E-101 3MW";"Enercon";"99";"101";"106,1 dB(A)/106,1 dB(A)";3000;"kW Nennleist. Rotor.";32527312;5988614;11.10.2013;06.10.2014;"in Betrieb";"61013513597";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Bokelrehm";"WKA Enercon E-101 3MW";"Enercon";"99";"101";"106 dB(A)/104,8 dB(A";3000;"kW Nennleist. Rotor.";32527511;5988360;11.10.2013;21.10.2014;"in Betrieb";"61013513597";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Brokstedt";"Vestas V52";"Vestas";"74";"52";"101,2";850;"kW Nennleist. Rotor.";32555018;5984039;31.12.1899;31.12.1899;"in Betrieb";"61019198363";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Brokstedt";"WKA 1 Nordex N117";"Nordex";"91";"116,8";"107,0dB(A) / 107,0 dB(A)";2400;"kW Nennleist. Rotor.";32556311;5985195;21.03.2016;30.06.2017;"in Betrieb";"61019514173";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"Enercon E40";"Enercon";"65";"40";"100";500;"kW Nennleist. Rotor.";32514883;5973292;03.07.1996;21.01.2002;"in Betrieb";"61020437662";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"Vestas V39";"Vestas";"53";"39";"100";500;"kW Nennleist. Rotor.";32516191;5973412;02.01.1995;01.11.1995;"in Betrieb";"61020437666";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"Vestas V39";"Vestas";"53";"39";"100";500;"kW Nennleist. Rotor.";32516140;5973574;02.01.1995;01.11.1995;"in Betrieb";"61020437666";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"Vestas V39";"Vestas";"53";"39";"100";500;"kW Nennleist. Rotor.";32516081;5973732;02.01.1995;01.11.1995;"in Betrieb";"61020437666";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"Vestas V39";"Vestas";"53";"39";"100";500;"kW Nennleist. Rotor.";32516020;5973887;02.01.1995;01.11.1995;"in Betrieb";"61020437666";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"Enercon E 40";"Enercon";"65";"40";"100";520;"kW Nennleist. Rotor.";32514898;5972979;03.07.1996;21.01.2002;"in Betrieb";"61020437669";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"Enercon E 40";"Enercon";"65";"40";"100";500;"kW Nennleist. Rotor.";32514903;5973134;03.07.1996;21.01.2002;"in Betrieb";"61020437669";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"Vestas V47";"Vestas";"50";"47";"100";660;"kW Nennleist. Rotor.";32515992;5973196;03.02.1997;10.10.1997;"in Betrieb";"61020437671";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"Vestas V47";"Vestas";"50";"47";"100";660;"kW Nennleist. Rotor.";32516089;5973015;03.02.1997;01.10.1997;"in Betrieb";"61020437672";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"AN BONUS 600 kW";"AN BONUS";"50";"50";"100";600;"kW Nennleist. Rotor.";32515645;5972722;01.02.1995;15.10.1995;"in Betrieb";"61020437673";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"AN BONUS 600 kW";"AN BONUS";"50";"50";"100";600;"kW Nennleist. Rotor.";32515785;5973013;01.02.1995;15.10.1995;"in Betrieb";"61020437673";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"AN BONUS 600 kW";"AN BONUS";"50";"50";"100";600;"kW Nennleist. Rotor.";32516267;5972875;01.02.1995;15.10.1995;"in Betrieb";"61020437673";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"AN BONUS 600 kW";"AN BONUS";"50";"50";"100";600;"kW Nennleist. Rotor.";32516307;5973052;01.02.1995;15.10.1995;"in Betrieb";"61020437673";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"AN BONUS 600 kW";"AN BONUS";"41";"54";"101";1000;"kW Nennleist. Rotor.";32516009;5972813;01.02.1995;15.10.1995;"in Betrieb";"61020437673";"0006";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"AN BONUS";"AN BONUS";"41";"54";"101";1000;"kW Nennleist. Rotor.";32515858;5972700;01.02.1995;15.10.1995;"in Betrieb";"61020437673";"0007";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"Vestas V 44";"Vestas";"53";"42";"100,1";600;"kW Nennleist. Rotor.";32516240;5973196;09.01.1997;28.08.1997;"in Betrieb";"61020437674";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"REpower 5M";"REpower";"117";"126";"107,5";5000;"kW Nennleist. Rotor.";32514619;5974140;02.04.2007;11.03.2008;"in Betrieb";"61020900004";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"REpower 5M";"REpower";"117";"126";"107,5";5000;"kW Nennleist. Rotor.";32514594;5973630;02.04.2007;11.03.2008;"in Betrieb";"61020900004";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"REpower 5M";"REpower";"117";"126";"107,5";5000;"kW Nennleist. Rotor.";32515074;5974200;02.04.2007;11.03.2008;"in Betrieb";"61020900004";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"REpower 5M";"REpower";"117";"126";"107,5";5000;"kW Nennleist. Rotor.";32515089;5973640;02.04.2007;11.03.2008;"in Betrieb";"61020900004";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Büttel";"REpower 5M";"REpower";"117";"126";"107,5";5000;"kW Nennleist. Rotor.";32515589;5973625;02.04.2007;11.03.2008;"in Betrieb";"61020900004";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Christinenthal";"WKA Repower MM92";"REpower";"80";"92";"108";2000;"kW Nennleist. Rotor.";32535403;5990851;15.04.2010;04.09.2010;"in Betrieb";"61021355234";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"WKA Vestas V136";"Vestas";"82";"136";"106,0 / 101,6";4200;"kW Nennleist. Rotor.";32523686;5970800;24.03.2021;;"vor Inbetriebnahme";"61023200048";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"WKA Vestas V136";"Vestas";"82";"136";"106,0 / 101,6";4200;"kW Nennleist. Rotor.";32523598;5971078;24.03.2021;;"vor Inbetriebnahme";"61023200048";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"Nordex N60";"Nordex";"69";"60";"102";1000;"kW Nennleist. Rotor.";32524482;5970458;22.03.1999;28.08.2001;"in Betrieb";"61023515193";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"Nordex N60";"Nordex";"69";"60";"102";1000;"kW Nennleist. Rotor.";32524662;5970686;22.03.1999;28.08.2001;"in Betrieb";"61023515193";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"Nordex N60";"Nordex";"69";"60";"102";1000;"kW Nennleist. Rotor.";32523961;5971206;22.03.1999;28.08.2001;"in Betrieb";"61023515193";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"Nordex N62";"Nordex";"69";"62";"103,3";1300;"kW Nennleist. Rotor.";32525156;5973149;11.09.2001;01.02.2002;"in Betrieb";"61023515198";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Stördorf";"Nordex N62";"Nordex";"69";"62";"103,3";1300;"kW Nennleist. Rotor.";32526128;5973231;10.09.2001;01.02.2002;"in Betrieb";"61023515198";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,5";2300;"kW Nennleist. Rotor.";32524843;5972957;13.07.2011;16.07.2012;"in Betrieb";"61023515205";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,5";2300;"kW Nennleist. Rotor.";32524998;5972769;13.07.2011;20.07.2013;"in Betrieb";"61023515205";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,7";2300;"kW Nennleist. Rotor.";32524231;5970575;05.12.2011;30.12.2014;"in Betrieb";"61023515207";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,7";2300;"kW Nennleist. Rotor.";32524357;5970856;05.12.2011;18.12.2014;"in Betrieb";"61023515207";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,7";2300;"kW Nennleist. Rotor.";32524115;5970886;05.12.2011;10.12.2014;"in Betrieb";"61023515207";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,7";2300;"kW Nennleist. Rotor.";32524194;5971139;05.12.2011;14.11.2014;"in Betrieb";"61023515207";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,7";2300;"kW Nennleist. Rotor.";32523731;5971320;05.12.2011;07.11.2014;"in Betrieb";"61023515207";"0005";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/104,5 dB(A)";2300;"kW Nennleist. Rotor.";32524620;5972573;24.02.2014;30.07.2014;"in Betrieb";"61023515208";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/104,5 dB(A)";2300;"kW Nennleist. Rotor.";32524826;5972465;05.11.2013;29.08.2014;"in Betrieb";"61023515208";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Dammfleth";"WKA Enercon E-70 E4";"Enercon";"64";"71";"104,5 dB(A)/104,5 dB(A)";2300;"kW Nennleist. Rotor.";32525197;5972586;05.11.2013;29.08.2014;"in Betrieb";"61023515208";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Ecklak";"Enercon E-66";"Enercon";"64";"71";"103";2000;"kW Nennleist. Rotor.";32516234;5976914;27.09.2006;27.06.2007;"in Betrieb";"61025500872";"0004";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Ecklak";"WKA 1 Enercon E-70 ";"Enercon";"64";"71";"104,5 dB(A)/ 104,5 dB(A)";2300;"kW Nennleist. Rotor.";32516516;5976577;12.02.2016;29.06.2016;"in Betrieb";"61025500872";"0006";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Ecklak";"WKA 2 Enercon E-70 ";"Enercon";"64";"71";"104,5 dB(A)/ 104,5 dB(A)";2300;"kW Nennleist. Rotor.";32516355;5976749;12.02.2016;30.06.2016;"in Betrieb";"61025500872";"0007";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Elskop";"Enercon 66/20.70";"Enercon";"65";"70";"103";2000;"kW Nennleist. Rotor.";32533023;5961629;17.01.2006;26.11.2008;"in Betrieb";"61026415077";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Elskop";"Enercon 66/20.70";"Enercon";"65";"70";"103";2000;"kW Nennleist. Rotor.";32532913;5961881;17.01.2006;26.11.2008;"in Betrieb";"61026415077";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Elskop";"Enercon 66/20.70";"Enercon";"65";"70";"103";2000;"kW Nennleist. Rotor.";32532803;5962133;17.01.2006;26.11.2008;"in Betrieb";"61026415077";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Grevenkop";"Wind World W5200/750";"Wind World";"65";"52";"104";750;"kW Nennleist. Rotor.";32535388;5966994;30.04.1998;02.01.2000;"in Betrieb";"61030469213";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Grevenkop";"Wind World W5200/750";"Wind World";"65";"52";"104";750;"kW Nennleist. Rotor.";32535396;5966796;30.04.1998;02.01.2000;"in Betrieb";"61030469213";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Grevenkop";"Wind World W5200/750";"Wind World";"65";"52";"104";750;"kW Nennleist. Rotor.";32535404;5966598;30.04.1998;02.01.2000;"in Betrieb";"61030469213";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Grevenkop";"Wind World W5200/750";"Wind World";"65";"52";"104";750;"kW Nennleist. Rotor.";32535704;5966630;30.04.1998;02.01.2000;"in Betrieb";"61030469213";"0011";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Grevenkop";"WKA Repower 3.2M114";"REpower";"93";"114";"105,2 dB(A)/104,2dB(A)";3200;"kW Nennleist. Rotor.";32535818;5966977;10.02.2015;04.11.2015;"in Betrieb";"61030469215";"0001";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Grevenkop";"WKA Repower 3.2M114";"REpower";"93";"114";"105,2 dB(A)/100,4 dB(A)";3200;"kW Nennleist. Rotor.";32536293;5966982;10.02.2015;05.11.2015;"in Betrieb";"61030469215";"0002";"13.07.2021";"LLUR SH, Abtl. 7"
"Steinburg";"Grevenkop";"WKA Repower 3.2M114";"REpower";"93";"114";"105,2 dB(A)/96,6 dB(A)";3200;"kW Nennleist. Rotor.";32536726;5967050;10.02.2015;12.11.2015;"in Betrieb";"61030469215";"0003";"13.07.2021";"LLUR SH, Abtl. 7"
